,Region,Incident ID,Incident Type,Full Location ,Start Date,Start Time,Duration ICT,Lanes Blocked,Blockage Duration RCT,Response Time,"Rural/
Urban",Key ,County,Interstate,Route,Direction,Unnamed: 16,Description,Inc MM,Latitude,Longitude,Severity Lanes,Severity Duration,Severity,Temp,Prec,Condition,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description,icon,stations
14940,3,20054,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Northbound, Before MILE MARKER 66.2",2021-04-28,3:07:16 PM,145.4833333,1,9.283333333,0.016666667,Urban,16431,WILLIAMSON,I-65N,I-65,Northbound,Before,MILE MARKER 66.2          ,66.2,35.92481169,-86.82210338,Level 2,Level 1,Level 1,73.4,0.01,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14946,3,20063,MultiVehicle Crash,"DAVIDSON on Interstate 440 Eastbound, Beyond MILE MARKER 3",2021-04-28,4:25:56 PM,45,0,4,-1,Urban,16440,DAVIDSON,I-440E,I-440,Eastbound,Beyond,MILE MARKER 3          ,3.0,36.12310204,-86.80655071,Level 1,Level 1,Level 1,71.5,0.07,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14947,3,20064,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 49.2",2021-04-28,4:26:21 PM,3,1,3,0,Urban,16441,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 49.2          ,49.2,36.164118,-86.76284,Level 2,Level 1,Level 1,71.5,0.07,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14950,3,20067,MultiVehicle Crash,"RUTHERFORD on Interstate 24 Eastbound, Before MILE MARKER 73.2",2021-04-28,4:34:21 PM,89,2,12,2,Urban,16444,RUTHERFORD,I-24E,I-24,Eastbound,Before,MILE MARKER 73.2          ,73.2,35.90162648,-86.49505275,Level 3,Level 1,Level 1,71.5,0.07,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14953,3,20070,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 205.4",2021-04-28,4:43:10 PM,96,1,5,0,Urban,16447,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 205.4          ,205.4,36.15449744,-86.83243661,Level 2,Level 1,Level 1,71.5,0.07,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14958,3,20077,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 52.8",2021-04-28,5:14:58 PM,46,0,0,-8,Urban,16454,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 52.8          ,52.8,36.07752213,-86.69480981,Level 1,Level 1,Level 1,70.4,0.3,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14963,3,20082,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 52.8",2021-04-28,5:32:33 PM,20,2,19,4,Urban,16459,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 52.8          ,52.8,36.07752213,-86.69480981,Level 3,Level 1,Level 1,70.4,0.3,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14968,3,20088,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 212",2021-04-28,6:04:15 PM,41,2,18,2,Urban,16464,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 212          ,212.0,36.1473762,-86.74434362,Level 3,Level 1,Level 1,71.0,0.0,Clear,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14975,3,20096,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, At EXIT 209B: US70S / US431 / BRDWY / DEMONBREUN ST",2021-04-28,7:37:52 PM,45,0,0,7,Urban,16471,DAVIDSON,I-40E,I-40,Eastbound,At,EXIT 209B: US70S / US431 / BRDWY / DEMONBREUN ST   ,209.0,36.15714741,-86.79023035,Level 1,Level 1,Level 1,70.4,0.13,Rain,nashville tennessee,2021-04-28,73.4,65.9,69.2,73.4,65.9,69.2,62.8,80.52,0.84,41.67,0.0,0.0,29.8,12.3,127.5,1015.8,81.4,8.5,2021-04-28T05:57:16,2021-04-28T19:32:25,0.52,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
14982,3,20111,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 86.4",2021-04-29,12:57:35 AM,58.33333333,1,58.16666667,0,Urban,16478,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 86.4          ,86.4,36.21339639,-86.77547613,Level 2,Level 2,Level 2,66.4,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15000,3,20135,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, At MILE MARKER 213.4",2021-04-29,7:22:49 AM,26,2,22,0,Urban,16496,DAVIDSON,I-40W,I-40,Westbound,At,MILE MARKER 213.4          ,213.4,36.14066185,-86.72033193,Level 3,Level 1,Level 1,68.5,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15004,3,20139,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 81",2021-04-29,7:37:19 AM,60.18333333,0,0,0.033333333,Urban,16500,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 81          ,81.0,36.1259136,-86.77261403,Level 1,Level 1,Level 1,68.5,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15006,3,20141,MultiVehicle Crash,"DAVIDSON on Interstate 440 Eastbound, At MILE MARKER 1",2021-04-29,8:23:52 AM,60,1,4,6,Urban,16502,DAVIDSON,I-440E,I-440,Eastbound,At,MILE MARKER 1          ,1.0,36.14312786,-86.82267303,Level 2,Level 1,Level 1,69.0,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15007,3,20143,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 88",2021-04-29,8:44:02 AM,0.866666667,0,0,0,Urban,16504,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 88          ,88.0,36.23464539,-86.76607359,Level 1,Level 1,Level 1,69.0,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15011,3,20148,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, At MILE MARKER 213.4",2021-04-29,9:15:07 AM,18,0,0,12,Urban,16509,DAVIDSON,I-40W,I-40,Westbound,At,MILE MARKER 213.4          ,213.4,36.14066185,-86.72033193,Level 1,Level 1,Level 1,66.6,0.1,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15020,3,20168,MultiVehicle Crash,"RUTHERFORD on Interstate 24 Westbound, Beyond MILE MARKER 95",2021-04-29,10:58:01 AM,254,2,182,27,Urban,16519,RUTHERFORD,I-24W,I-24,Westbound,Beyond,MILE MARKER 95          ,95.0,35.65201808,-86.25868342,Level 3,Level 3,Level 3,65.9,0.07,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15025,3,20173,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 49.4",2021-04-29,11:23:08 AM,57,1,32,5,Urban,16524,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 49.4          ,49.4,36.12153499,-86.7271975,Level 2,Level 2,Level 2,65.9,0.05,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15027,3,20175,MultiVehicle Crash,"RUTHERFORD on Interstate 24 Eastbound, At EXIT 89: BUCHANAN RD.",2021-04-29,11:47:39 AM,213,2,33,54,Urban,16526,RUTHERFORD,I-24E,I-24,Eastbound,At,EXIT 89 BUCHANAN RD.         ,89.0,35.7220278,-86.32047186,Level 3,Level 2,Level 2,65.9,0.05,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15032,3,20180,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 86.6",2021-04-29,12:45:14 PM,30.9,0,0,0,Urban,16531,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 86.6          ,86.6,36.21622373,-86.77513131,Level 1,Level 1,Level 1,67.1,0.03,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15037,3,20185,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 54.6",2021-04-29,1:44:52 PM,23,1,16,7,Urban,16536,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 54.6          ,54.6,36.05826813,-86.67825476,Level 2,Level 1,Level 1,68.7,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15052,3,20202,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 48.2",2021-04-29,3:18:56 PM,21,2,18,0,Urban,16552,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 48.2          ,48.2,36.13767941,-86.72683064,Level 3,Level 1,Level 1,69.9,0.02,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15058,3,20208,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 212.4",2021-04-29,4:01:55 PM,39,2,0,0,Urban,16558,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 212.4          ,212.4,36.14431351,-86.73933249,Level 3,Level 1,Level 1,69.9,0.02,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15061,3,20211,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 87",2021-04-29,4:16:23 PM,25.23333333,0,0,0.033333333,Urban,16561,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 87          ,87.0,36.22194614,-86.77444746,Level 1,Level 1,Level 1,69.9,0.02,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15065,3,20218,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 88.6",2021-04-29,5:11:31 PM,213,4,208.0333333,4,Urban,16568,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 88.6          ,88.6,36.22288,-86.773584,Level 3,Level 3,Level 3,69.7,0.02,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15066,3,20219,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 88.6",2021-04-29,5:11:31 PM,0.116666667,0,0,0,Urban,16569,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 88.6          ,88.6,36.22288,-86.773584,Level 1,Level 1,Level 1,69.7,0.02,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15071,3,20224,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, At EXIT 52A: I-40 EAST",2021-04-29,5:56:39 PM,56,0,0,0,Urban,16574,DAVIDSON,I-24W,I-24,Westbound,At,EXIT 52A: I-40 EAST         ,52.0,36.09009377,-86.70322845,Level 1,Level 1,Level 1,69.7,0.02,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15072,3,20227,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 53.8",2021-04-29,6:09:03 PM,39,0,0,0,Urban,16575,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 53.8          ,53.8,36.06725492,-86.68727151,Level 1,Level 1,Level 1,69.9,0.0,Clear,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15073,3,20229,MultiVehicle Crash,"DAVIDSON on Interstate 440 Westbound, Before MILE MARKER 3.8",2021-04-29,7:05:27 PM,71,0,0,0,Urban,16577,DAVIDSON,I-440W,I-440,Westbound,Before,MILE MARKER 3.8          ,3.8,36.116193,-86.792307,Level 1,Level 1,Level 1,68.1,0.14,Rain,nashville tennessee,2021-04-29,69.9,62.2,67.4,69.9,62.2,67.4,63.1,86.19,0.47,41.67,0.0,0.0,22.9,12.8,226.9,1012.8,74.3,8.6,2021-04-29T05:56:08,2021-04-29T19:33:16,0.54,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15285,3,20494,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, 5280 ft At EXIT 57: HAYWOOD LN",2021-05-02,1:52:22 AM,275,4,268,8,Urban,16807,DAVIDSON,I-24W,I-24,Westbound,At,ft At EXIT 2.375 HAYWOOD LN       ,57.0,36.03617161,-86.644812,Level 3,Level 3,Level 3,57.6,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15288,3,20497,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 61",2021-05-02,5:59:13 AM,369,2,13,0,Urban,16810,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 61          ,61.0,36.030119,-86.638063,Level 3,Level 1,Level 1,56.0,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15289,3,20499,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 86.4",2021-05-02,6:29:35 AM,72.23333333,2,71.4,-53.43333333,Urban,16811,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 86.4          ,86.4,36.21339639,-86.77547613,Level 3,Level 2,Level 2,56.7,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15291,3,20501,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 86.2",2021-05-02,6:56:06 AM,27.81666667,2,27.5,-17.68333333,Urban,16813,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 86.2          ,86.2,36.21086736,-86.77582377,Level 3,Level 1,Level 1,56.7,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15306,3,20521,MultiVehicle Crash,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 209",2021-05-02,11:21:34 AM,37,0,36,0,Urban,16828,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 209          ,209.0,36.15714741,-86.79023035,Level 1,Level 2,Level 1,67.2,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15308,3,20524,MultiVehicle Crash,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 211.8",2021-05-02,11:41:59 AM,45,2,5,0,Urban,16830,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 211.8          ,211.8,36.149281,-86.747032,Level 3,Level 1,Level 1,67.2,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15310,3,20526,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 76.8",2021-05-02,12:05:32 PM,134.3166667,0,0,0.033333333,Urban,16832,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 76.8          ,76.8,36.06810237,-86.77048196,Level 1,Level 1,Level 1,69.2,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15314,3,20530,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 76.8",2021-05-02,12:16:27 PM,25.08333333,0,0,0.066666667,Urban,16836,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 76.8          ,76.8,36.06810237,-86.77048196,Level 1,Level 1,Level 1,69.2,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15322,3,20538,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, At EXIT 50B: I40 W / TO I65 S / MEMPHIS / HUNTSVILLE",2021-05-02,1:29:03 PM,73,2,0,3,Urban,16844,DAVIDSON,I-24E,I-24,Eastbound,At,EXIT 50B: I40 W / TO I65 S / MEMPHIS / HUNTSVILLE ,50.0,36.11344689,-86.72394346,Level 3,Level 1,Level 1,70.5,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15323,3,20539,MultiVehicle Crash,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 77.2",2021-05-02,1:48:23 PM,43.71666667,1,3.166666667,9.45,Urban,16845,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 77.2          ,77.2,36.07368407,-86.76909723,Level 2,Level 1,Level 1,70.5,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
15330,3,20546,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 48.6",2021-05-02,2:46:11 PM,76,0,0,6,Urban,16852,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 48.6          ,48.6,36.13263881,-86.72723805,Level 1,Level 1,Level 1,73.2,0.0,Clear,nashville tennessee,2021-05-02,73.6,55.0,64.2,73.6,55.0,64.3,52.7,67.71,0.09,25.0,0.0,0.0,20.8,9.3,93.9,1011.1,80.2,9.7,2021-05-02T05:52:51,2021-05-02T19:35:50,0.68,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
